image,scab,frog_eye_leaf_spot,rust,complex,powdery_mildew,healthy
Test_1014.jpg,1.0930798e-05,4.254795e-08,0.9998651,0.000121090765,9.3066305e-08,4.146264e-06
Test_1015.jpg,0.03716935,1.03731445e-07,0.06405994,0.0026285828,7.1337706e-07,0.935767
Test_1016.jpg,0.00028989412,7.623909e-08,0.9996826,6.774274e-06,3.7866664e-07,2.2574355e-05
Test_1017.jpg,2.5733748e-06,5.0134634e-08,0.9999671,2.0869225e-05,5.9213196e-08,1.11417685e-05
Test_1018.jpg,0.69993925,2.5470421e-09,0.28489566,0.060055837,3.4552623e-09,0.01511055
Test_1019.jpg,2.7941525e-05,3.5344097e-08,0.99881303,0.0011489935,1.6140223e-07,1.1045866e-05
Test_102.jpg,0.8038955,5.186021e-08,0.19710617,0.15739006,0.014703342,0.10303558
Test_1020.jpg,2.301714e-05,6.400029e-08,0.99969757,4.867238e-05,2.978767e-07,0.00023267441
Test_1021.jpg,0.0008312312,7.8538456e-08,0.95334977,0.0009036307,3.6613554e-07,0.044919237
Test_1022.jpg,8.668251e-05,5.8144185e-08,0.99960023,0.00024729708,2.2349667e-07,6.744312e-05
Test_1023.jpg,7.5730185e-07,5.884727e-08,4.8075846e-05,1.2292093e-06,1.246818e-07,0.9999502
Test_1024.jpg,1.8392699e-05,8.282464e-08,0.017564982,2.1180313e-05,3.626509e-07,0.98239625
Test_1025.jpg,0.7040411,4.3560067e-09,0.29995164,0.060012147,2.066542e-08,5.504353e-05
Test_1026.jpg,2.8268345e-05,3.790962e-08,2.2500073e-05,2.0078103e-05,2.6755077e-07,0.9999292
Test_1027.jpg,0.791862,3.189316e-09,0.20801988,0.07712915,2.8988478e-07,0.091981225
Test_1028.jpg,3.485777e-05,6.334206e-07,2.9646122e-05,2.8360593e-05,1.9138373e-07,0.9999077
Test_1029.jpg,0.11384984,8.220916e-08,0.17054352,0.0016762508,1.8161255e-07,0.8293215
Test_103.jpg,0.7935432,0.21245211,4.9075607e-05,0.3011997,9.3702134e-08,0.0005815234
Test_1030.jpg,0.00010334686,3.7856269e-06,0.01315477,0.0077387025,2.1569958e-05,0.9867248
Test_1031.jpg,0.75999224,8.170729e-09,0.2546279,0.07941444,1.2749956e-06,0.04538611
Test_1032.jpg,0.99987495,4.7416275e-08,1.196748e-07,0.00012455073,5.2297107e-08,1.0516935e-06
Test_1033.jpg,5.294664e-06,6.399726e-08,0.99972755,0.00026227633,9.74318e-08,6.863019e-06
Test_1034.jpg,1.7450955e-05,6.054905e-08,0.99291,0.007041191,1.3822188e-07,3.465787e-05
Test_1035.jpg,0.0013133531,5.0199297e-08,0.9833416,0.0002741255,1.8102536e-07,0.015072225
Test_1036.jpg,0.0511722,1.9401114e-07,0.04940753,0.0008444916,5.045849e-07,0.9487399
Test_1037.jpg,1.7088114e-05,1.01538994e-07,0.99912894,0.00038898733,5.705751e-07,0.00046998946
Test_1038.jpg,0.78476673,1.6918932e-07,0.26608208,0.06704804,2.8881566e-08,0.03391847
Test_1039.jpg,0.92915714,3.5773986e-08,0.10299683,0.09940206,5.4561997e-07,0.07080507
Test_104.jpg,0.7325108,0.04753528,0.18011631,0.14806579,2.82549e-07,0.12012449
Test_1040.jpg,0.9767932,2.9128536e-08,0.07786931,0.10574188,4.3934264e-07,0.016930252
Test_1041.jpg,6.8343024e-06,6.7806795e-08,0.99981904,0.00017387854,2.53462e-07,2.5791935e-06
Test_1042.jpg,7.987023e-06,9.829199e-08,0.9991616,0.0005471745,4.950534e-07,0.00028563736
Test_1043.jpg,3.426062e-06,7.1371836e-08,0.9997701,0.00019905908,2.884913e-07,2.9728293e-05
Test_1044.jpg,0.7006724,0.00038387533,0.055950873,0.33956075,2.6407845e-08,0.00027638412
Test_1045.jpg,0.014909577,3.7989622e-08,0.95383275,0.030422136,2.0829417e-07,0.0008367976
Test_1046.jpg,0.48598734,1.8289453e-05,0.051946264,0.39694843,2.0971996e-07,0.11734185
Test_1047.jpg,0.24423301,1.06471234e-07,2.4303247e-06,2.9949642e-06,7.58879e-08,0.7557619
Test_1048.jpg,0.7302527,7.1069888e-09,0.269665,0.07654507,8.655955e-08,0.030349256
Test_1049.jpg,0.8724593,3.077891e-08,0.1282906,0.058558375,1.4650462e-05,0.12750123
Test_105.jpg,0.8078065,6.5269894e-08,0.23948213,0.11160437,0.016835483,0.060600657
Test_1050.jpg,2.4877022e-06,5.1103253e-08,0.99997246,2.503943e-05,1.925359e-07,1.3402567e-06
Test_1051.jpg,0.9987543,5.721364e-08,3.0687986e-06,0.0011700734,1.8857055e-07,7.3173906e-05
Test_1052.jpg,0.99270207,0.0680056,0.00023638492,0.11673287,1.01970194e-07,0.006385387
Test_1053.jpg,9.2633974e-07,2.5751502e-08,0.9998711,0.00012559484,4.596733e-08,2.9241037e-06
Test_1054.jpg,4.3801763e-05,6.4146064e-08,5.9856007e-05,2.0234777e-06,4.561389e-07,0.99989474
Test_1055.jpg,0.87667364,0.03390416,6.325792e-05,0.3117543,8.906915e-08,0.0075557698
Test_1056.jpg,1.3252997e-05,1.5948965e-08,0.9999154,4.278351e-05,3.0312233e-08,2.899444e-05
Test_1057.jpg,0.9553492,3.837442e-08,0.052534852,7.445759e-05,2.5217471e-07,0.044570386
Test_1058.jpg,0.16802819,1.9273202e-06,0.07409841,0.058935326,5.1274357e-05,0.831859
Test_1059.jpg,0.94738555,3.0921206e-06,0.00023594906,0.015988981,2.3427928e-07,0.03639107
Test_106.jpg,6.20124e-05,2.4874896e-07,0.19206567,0.000293329,9.060981e-07,0.8078875
Test_1060.jpg,0.99982893,0.0019650662,0.007766391,0.0002592685,5.673132e-07,1.7849809e-05
Test_1061.jpg,0.0042772307,1.0934015e-07,0.00022209216,0.0023831318,4.0722242e-07,0.9931179
Test_1062.jpg,0.014781917,2.063919e-07,1.7022074e-05,2.0283783e-06,0.000623865,0.9852001
Test_1063.jpg,8.901732e-06,6.612654e-08,0.9999165,7.698364e-05,2.3436472e-07,8.031422e-07
Test_1064.jpg,0.9129194,0.044009566,0.102833144,0.2748108,1.0868947e-07,0.027455714
Test_1065.jpg,1.8155908e-05,3.6016856e-06,6.3012485e-05,0.14098726,0.040807515,0.85893863
Test_1066.jpg,0.6998275,1.7692569e-09,0.21723057,0.17568271,2.2341099e-07,0.08283796
Test_1067.jpg,0.2670691,0.0061998656,0.24826671,0.6515492,3.1545202e-08,0.065749645
Test_1068.jpg,0.9990351,0.0026450905,0.02971899,0.031558394,2.2961845e-07,1.2352886e-05
Test_1069.jpg,6.1749065e-06,5.6189183e-08,0.99993956,2.6844655e-05,1.0628743e-07,3.0124294e-05
Test_107.jpg,0.06137762,4.1866357e-08,0.9345295,0.0034208822,1.09490415e-07,0.0006740754
Test_1070.jpg,0.35625896,1.6135978e-07,0.051831633,0.34641975,2.0842533e-07,0.29500514
Test_1071.jpg,1.7304163e-05,4.723546e-08,0.99958354,0.00035061812,8.937925e-08,4.9333685e-05
Test_1072.jpg,0.7528657,0.043581575,3.1399776e-07,0.30086702,4.689151e-08,0.00019403273
Test_1073.jpg,0.98954815,0.026751133,0.061858077,0.06524848,3.487845e-07,0.005480422
Test_1074.jpg,1.0799297e-05,5.783347e-08,0.99994963,1.6136362e-05,1.9383472e-07,2.5002342e-05
Test_1075.jpg,2.4759916e-06,4.5164686e-08,0.9994718,0.000510351,8.190124e-08,1.6843971e-05
Test_1076.jpg,0.777219,5.425431e-06,3.3276032e-05,0.30379912,4.8576453e-08,0.0030663698
Test_1077.jpg,0.00043030156,2.104437e-07,0.17020623,0.025548253,0.07667598,0.8296013
Test_1078.jpg,4.6917635e-06,5.0580507e-08,0.99984235,0.00014776416,1.2501364e-07,6.81198e-06
Test_1079.jpg,4.9532014e-06,2.917111e-08,0.9999857,9.589937e-06,6.064386e-08,4.6807725e-07
Test_108.jpg,0.7177301,3.412672e-09,0.22739866,0.076256186,2.0818413e-07,0.07318766
Test_1080.jpg,0.00095495756,7.496845e-08,0.6006929,0.26801857,4.6141182e-07,0.13033618
Test_1081.jpg,3.2170165e-06,5.2089266e-08,0.91687524,0.08301834,1.0440431e-07,0.00010435451
Test_1082.jpg,0.8658618,1.3482659e-08,0.16123131,0.075785704,3.638591e-07,0.13380925
Test_1083.jpg,0.018602416,2.52832e-07,0.06405912,3.6612862e-05,3.3625477e-07,0.9359103
Test_1084.jpg,3.7865102e-05,9.396346e-08,0.3372253,0.66272277,1.1491209e-07,1.6261809e-05
Test_1085.jpg,0.98035264,4.054166e-08,0.059998617,0.057839036,5.541348e-08,0.019617068
Test_1086.jpg,0.0001116172,5.165804e-08,0.9934525,0.0063174637,1.3401737e-07,0.00012127008
Test_1087.jpg,0.4065616,9.387723e-08,0.10523291,0.53734595,8.7365315e-08,0.060032677
Test_1088.jpg,1.506556e-05,4.854314e-08,0.9992844,0.0006874944,9.919055e-08,1.4281264e-05
Test_1089.jpg,0.99885345,3.522205e-06,1.3357248e-05,0.060980458,3.0353526e-08,0.00023558387
Test_109.jpg,0.41119748,0.00046801698,0.00022924686,0.24589258,0.010830034,0.4443073
Test_1090.jpg,0.6983519,1.2644053e-05,0.19701107,0.0076385755,1.41969e-07,0.10453075
Test_1091.jpg,0.20331247,4.7713378e-08,0.025388183,4.1094983e-05,1.7772133e-07,0.79662836
Test_1092.jpg,0.159264,1.133404e-07,0.04085752,0.00030696692,1.2435422e-07,0.84042555
Test_1093.jpg,0.6997837,9.7583746e-09,0.3000683,0.0001129904,6.4736208e-09,3.6020017e-05
Test_1094.jpg,0.00017448583,1.6806437e-07,0.059783895,7.138863e-05,8.527424e-07,0.94000256
Test_1095.jpg,0.75952035,1.3338387e-08,0.20481439,0.2093528,0.002229769,0.090655506
Test_1096.jpg,0.93884915,2.3054357e-08,0.0999985,0.106777884,3.8678604e-07,0.060938846
Test_1097.jpg,2.6590915e-05,1.7657972e-07,0.20705952,0.031051338,1.0431414e-06,0.79287076
Test_1098.jpg,0.9798273,3.8077072e-08,0.0543447,0.086263254,1.8895749e-07,0.018758278
Test_1099.jpg,0.939648,0.01834013,0.0025098934,0.15493286,0.00034893557,0.06000971
Test_11.jpg,1.2375897e-05,4.079778e-08,0.00026163287,2.2130509e-05,3.2844108e-07,0.9997039
Test_110.jpg,0.13345255,0.015120229,0.17544265,0.028531112,2.0330837e-07,0.82442784
Test_1100.jpg,0.0021448925,2.8465845e-08,0.9870307,0.009372466,7.783498e-08,0.0014527766
Test_1101.jpg,7.501345e-06,5.4508714e-08,0.0001223939,1.0396916e-05,0.007303503,0.9925567
Test_1102.jpg,2.917514e-06,4.1386073e-08,0.99982715,0.00017019996,1.04429695e-07,7.906399e-07
Test_1103.jpg,0.07887127,0.18522981,0.13594458,0.80426127,0.019090217,0.114907146
Test_1104.jpg,0.33017725,1.15086635e-07,0.019358499,0.14653468,0.01417116,0.5157157
Test_1105.jpg,0.884703,2.6983617e-08,0.12000224,0.00045372816,3.4895956e-07,0.11524402
Test_1106.jpg,8.823369e-07,7.784659e-08,6.224641e-05,1.5470088e-06,2.9481387e-06,0.999936
Test_1107.jpg,0.0001864669,4.4584205e-08,0.9764979,0.0049583465,3.3593147e-07,0.018358914
Test_1108.jpg,0.020057715,3.0538554e-06,1.0631251e-05,0.00013558286,0.13224392,0.86760575
Test_1109.jpg,4.5252295e-05,0.0072162566,0.014910038,0.14877701,0.043650515,0.8511189
Test_111.jpg,0.34207734,0.0008926736,0.008272472,0.016883543,0.11217269,0.65452987
Test_1110.jpg,3.4317438e-06,3.967526e-08,0.99998784,5.9086924e-06,7.83411e-08,4.12063e-06
Test_1111.jpg,3.0224892e-06,7.016665e-08,0.9999671,1.607264e-05,1.5452176e-07,1.5667152e-05
Test_1112.jpg,0.0629008,8.92172e-08,1.1548275e-05,3.245918e-05,4.7675627e-07,0.9370566
Test_1113.jpg,0.00050068594,6.316195e-08,0.9972891,4.271929e-05,1.8909253e-07,0.0021687231
Test_1114.jpg,6.326946e-06,3.118182e-08,0.99997854,1.5034984e-05,6.7092294e-08,7.27241e-07
Test_1115.jpg,0.00016144963,3.757603e-08,0.99977046,6.4445536e-05,1.07481775e-07,4.378199e-06
Test_1116.jpg,0.00014507677,3.239038e-08,0.99786246,0.0018645156,2.4013895e-07,0.00012895215
Test_1117.jpg,6.071372e-06,4.2605286e-08,0.00015503718,0.00019301659,2.2512198e-07,0.99964595
Test_1118.jpg,3.7201637e-06,6.273805e-08,0.999972,2.3516846e-05,1.7185262e-07,3.1442426e-06
Test_1119.jpg,0.7638718,4.2461816e-09,0.1968633,0.060976826,6.255676e-08,0.10313837
Test_112.jpg,0.00014938945,4.9234757e-08,0.9981334,0.00080652727,3.4769002e-07,0.00091235235
Test_1120.jpg,0.00028028668,3.1759885e-08,0.7830317,0.21652494,8.451171e-08,0.00016404952
Test_1121.jpg,0.0018985368,1.982215e-08,0.8635192,0.14951842,2.1410348e-07,9.3737406e-05
Test_1122.jpg,0.83546233,1.2510573e-08,0.20799671,0.13571559,5.070829e-08,0.09200377
Test_1123.jpg,1.4103969e-05,1.3434402e-07,0.037787523,1.4345821e-05,4.853418e-07,0.96218467
Test_1124.jpg,0.00091441,3.7373646e-08,0.98237395,0.016645249,1.8158323e-07,6.791535e-05
Test_1125.jpg,0.3843135,0.051129114,0.2760823,0.4164329,0.015874697,0.031604275
Test_1126.jpg,5.1089755e-06,6.323822e-08,2.925009e-06,1.45740705e-05,3.721137e-07,0.9999774
Test_1127.jpg,0.9033028,9.495687e-08,0.0882886,0.1587878,4.6099245e-07,0.09622849
Test_1128.jpg,2.478256e-05,5.5617555e-08,0.99722636,0.000106305306,1.6084468e-07,0.002644622
Test_1129.jpg,1.0532681e-05,3.7629196e-08,0.99958014,0.00040073486,9.743345e-08,9.44775e-06
Test_113.jpg,0.3996805,0.00978586,0.16704455,0.7148969,1.06316314e-07,0.07915832
Test_1130.jpg,0.82745457,8.72571e-09,0.1732702,0.060026832,7.202776e-08,0.12673038
Test_1131.jpg,3.0373872e-06,5.548341e-08,5.5649143e-05,5.5499913e-06,6.7054594e-07,0.9999355
Test_1132.jpg,0.73003596,0.2767664,0.1692444,0.0741904,2.0890079e-07,0.03397994
Test_1133.jpg,0.7178486,1.474847e-05,0.09186,0.08576324,5.142967e-07,0.26923788
Test_1134.jpg,0.002292754,3.3716237e-08,0.9919018,0.0053518377,9.059797e-08,0.00045480116
Test_1135.jpg,0.17438872,5.0510703e-08,0.111646526,0.0003822587,1.6313969e-07,0.82503927
Test_1136.jpg,0.84845036,1.5920012e-08,0.18749416,0.061307058,2.541013e-08,0.11250787
Test_1137.jpg,0.9961777,4.9244992e-08,0.0001793823,0.0017122708,1.561554e-07,0.0019310897
Test_1138.jpg,0.7219226,4.8326303e-09,0.2974156,0.060379956,3.649166e-08,0.0026236586
Test_1139.jpg,0.038849134,5.015794e-08,0.82882375,0.117657304,1.4298675e-07,0.0146715045
Test_114.jpg,0.64693964,3.3851823e-06,0.20236458,0.3541924,2.487672e-07,0.075040296
Test_1140.jpg,0.9888045,7.070723e-07,0.0076193227,0.012668647,3.379045e-07,0.00030195396
Test_1141.jpg,0.70741993,2.211727e-08,0.298999,7.921291e-05,3.753327e-08,0.0010293471
Test_1142.jpg,3.259601e-05,1.0195502e-07,0.99571806,0.0041851588,5.135141e-07,6.6422384e-05
Test_1143.jpg,5.5993136e-05,4.2461963e-08,0.9995838,0.00019854459,3.9497039e-07,0.00016299452
Test_1144.jpg,4.3923283e-06,4.6657256e-08,0.99996877,2.7120359e-05,5.4851892e-08,2.072487e-06
Test_1145.jpg,0.54138386,1.2362281e-08,0.30269378,0.07276617,2.161895e-08,0.08315804
Test_1146.jpg,2.8554268e-06,4.0978367e-08,0.99998844,9.399939e-06,8.459973e-08,5.142696e-07
Test_1147.jpg,0.6999954,9.626937e-09,0.25833791,0.06000557,1.5936699e-08,0.04166359
Test_1148.jpg,7.0814267e-06,4.262463e-08,0.99994224,4.7002985e-05,2.887433e-07,5.1508496e-06
Test_1149.jpg,0.07126457,0.13536724,0.20422968,0.6743413,7.012276e-07,0.15925732
Test_115.jpg,1.4002244e-06,4.536266e-08,0.99999547,2.7761273e-06,9.225012e-08,1.9697827e-06
Test_1150.jpg,0.9972169,5.1576155e-08,0.00011085798,0.0013716918,1.795147e-07,0.0013009814
Test_1151.jpg,0.06759159,1.9680057e-07,0.03977147,5.0346836e-05,3.316977e-07,0.9323178
Test_1152.jpg,0.10392759,1.230148e-07,2.3994227e-05,3.4250997e-06,1.833192e-07,0.8960481
Test_1153.jpg,0.9104179,3.7777006e-08,0.12615965,9.799861e-05,4.287006e-07,0.08946705
Test_1154.jpg,3.4290344e-05,6.3995415e-08,0.99994725,2.7397457e-06,2.0076845e-07,2.2234368e-05
Test_1155.jpg,1.1397815e-06,3.7933315e-08,0.9999832,1.5656859e-05,1.7606514e-07,1.0816295e-06
Test_1156.jpg,0.93958575,4.5897604e-08,0.06020045,0.00025033054,5.7022777e-07,0.060242172
Test_1157.jpg,0.7385899,0.0038532633,0.21251933,0.17525123,1.1129213e-07,0.08749875
Test_1158.jpg,0.019979503,0.030242926,0.2887775,0.74710655,4.6341123e-07,0.015335855
Test_1159.jpg,7.969226e-06,7.450313e-08,0.9999482,1.4150971e-05,1.2213172e-07,3.122294e-05
Test_116.jpg,0.0051753228,3.4245275e-08,0.99263287,0.0008369278,9.788422e-08,0.0013560689
Test_1160.jpg,1.581586e-05,5.793424e-08,0.00022066201,0.00070086314,5.8324946e-07,0.9990625
Test_1161.jpg,2.9506722e-05,5.031078e-08,0.99989516,1.9000947e-05,1.7803329e-07,5.757172e-05
Test_1162.jpg,0.7847543,2.1798241e-08,0.23249038,0.0075968574,6.491626e-08,0.067509994
Test_1163.jpg,3.9936144e-06,4.9008722e-08,1.8761157e-06,8.0702885e-06,3.849414e-07,0.9999861
Test_1164.jpg,2.7224364e-06,6.182746e-08,0.99991333,5.22258e-05,1.3004555e-07,3.4338642e-05
Test_1165.jpg,0.002703443,4.8863733e-08,0.9858136,0.0106110005,2.0500138e-07,0.0008736649
Test_1166.jpg,0.38342038,9.500057e-07,0.08821017,0.51444304,8.346127e-07,0.15908523
Test_1167.jpg,9.8771896e-05,4.1188457e-08,0.9653257,0.034277298,7.4764294e-08,0.0002994377
Test_1168.jpg,4.0649647e-07,2.5455753e-08,0.99999744,2.565411e-06,3.9924167e-08,1.5971753e-07
Test_1169.jpg,0.99947,6.6130696e-08,0.004038271,0.00047931788,2.6780828e-07,1.6334066e-05
Test_117.jpg,5.5795757e-05,0.013966029,0.57218635,0.4277196,1.3747642e-07,3.9182738e-05
Test_1170.jpg,0.028815214,7.3288575e-08,0.46006614,0.35632002,4.5062225e-07,0.15680848
Test_1171.jpg,0.6998956,7.499499e-09,0.24000818,0.060093544,9.917776e-09,0.060004003
Test_1172.jpg,5.637562e-05,8.3623874e-08,0.035162434,7.0776987e-06,9.997867e-07,0.9647778
Test_1173.jpg,0.63616925,0.01877473,0.1587534,0.40965357,0.009515828,0.009162221
Test_1174.jpg,0.69997793,1.6475795e-08,0.30000058,1.3483863e-05,2.6014051e-08,1.0161697e-05
Test_1175.jpg,1.8227212e-06,4.3114277e-08,0.9984139,0.001582483,2.4877198e-07,3.1073205e-06
Test_1176.jpg,0.74372166,0.08106895,0.24462116,0.06174528,4.6428335e-07,0.062275745
Test_1177.jpg,1.1397374e-05,4.4992376e-08,3.7814798e-06,2.5680716e-05,1.2209242e-07,0.99995935
Test_1178.jpg,2.261695e-06,4.7821743e-08,3.768663e-05,8.657432e-06,3.121257e-07,0.9999514
Test_1179.jpg,2.8668558e-06,5.1777928e-08,0.99998665,1.0852839e-05,1.7825016e-07,1.4204003e-06
Test_118.jpg,6.4188913e-07,2.7004088e-08,0.9999958,2.7624037e-06,8.024212e-08,1.3912593e-06
Test_1180.jpg,0.080941446,2.4619512e-06,0.2770266,0.0945407,2.279086e-07,0.6507971
Test_1181.jpg,2.024243e-05,3.3448515e-08,0.9993348,0.00044302514,1.2631203e-07,0.00020287497
Test_1182.jpg,0.43632632,6.8416045e-07,0.0003516957,0.009522897,0.01380938,0.55380374
Test_1183.jpg,0.93028,1.943362e-05,0.1095111,0.06497568,4.906622e-07,0.060111355
Test_1184.jpg,5.2087357e-06,4.862183e-08,0.9999877,6.459608e-06,2.3772401e-07,1.8165672e-06
Test_1185.jpg,0.07292774,6.016385e-08,0.8145068,0.10467542,1.77399e-07,0.007892073
Test_1186.jpg,8.760129e-05,5.3637738e-08,0.9994623,0.0001373382,2.160388e-07,0.0003152279
Test_1187.jpg,0.7526729,2.34183e-08,0.24766757,1.4202675e-05,7.0603505e-08,0.052333318
Test_1188.jpg,0.65112555,0.067784674,0.068058245,0.43258518,2.5360896e-07,0.121056974
Test_1189.jpg,0.7206751,0.0075013307,0.23324229,0.18464248,7.978093e-07,0.06807959
Test_119.jpg,1.40570655e-05,0.045248967,0.00024655156,2.8651166e-05,3.327214e-07,0.9544629
Test_1190.jpg,0.0004713423,4.542606e-08,0.9853508,0.014103749,4.948586e-08,7.5026546e-05
Test_1191.jpg,0.99781895,2.2470945e-07,2.3264593e-06,0.0020082928,1.3065497e-07,0.0001711248
Test_1192.jpg,2.6084488e-05,5.4045675e-08,0.9999527,1.907543e-05,2.6289848e-07,3.4992358e-06
Test_1193.jpg,0.0055083884,1.5109442e-06,0.82020676,0.15522291,6.612679e-07,0.019066356
Test_1194.jpg,0.23725809,1.5513001e-07,3.2729025e-05,1.1454574e-05,6.976817e-07,0.76270723
Test_1195.jpg,8.4476284e-07,6.681128e-08,0.059280775,2.383875e-06,3.561219e-07,0.9407166
Test_1196.jpg,0.691616,1.0676797e-08,0.30756634,0.023748029,4.9170538e-08,5.7813424e-05
Test_1197.jpg,0.8946615,2.9298283e-08,0.10231104,0.13115518,2.6712294e-07,0.105006136
Test_1198.jpg,1.3648979e-06,2.1170636e-07,0.9999878,1.187285e-05,1.2686982e-07,4.800031e-07
Test_1199.jpg,1.5183532e-06,5.5516047e-08,0.99998957,1.0073065e-05,1.6689373e-07,3.851257e-07
Test_12.jpg,0.73664457,4.470303e-09,0.15484683,0.15980874,2.3788716e-07,0.1540829
Test_120.jpg,5.494735e-06,5.4796942e-08,0.99994564,4.1565083e-05,1.12926614e-07,8.733244e-06
Test_1200.jpg,0.00011234424,7.126547e-08,0.9906019,0.0039304863,3.8191007e-07,0.0053569037
Test_1201.jpg,0.9019894,0.0351781,0.036387827,0.21713533,0.0011140265,0.08955766
Test_1202.jpg,0.6317052,9.0688945e-06,0.07396646,0.11418708,0.17791125,0.1797409
Test_1203.jpg,2.6205537e-06,1.6191326e-07,4.212395e-05,1.402303e-06,0.041775305,0.95817953
Test_1204.jpg,0.005278175,2.052957e-06,0.3972369,0.5968141,1.0624262e-07,0.00067246024
Test_1205.jpg,1.948705e-05,4.703553e-08,0.999953,2.5430598e-05,1.8936372e-07,3.462797e-06
Test_1206.jpg,0.00019770303,6.8555316e-08,0.9996213,2.6184838e-05,2.955727e-07,0.00016018035
Test_1207.jpg,0.79026914,3.5686647e-09,0.05929156,0.28294975,1.0661515e-07,0.01903022
Test_1208.jpg,0.88078237,1.2919677e-06,0.13499945,0.0307716,8.548092e-08,0.11701269
Test_1209.jpg,1.9594465e-05,8.124994e-08,0.99599767,0.002450669,2.422354e-07,0.0015347386
Test_121.jpg,0.01763532,5.9338998e-08,0.965939,0.015773484,1.9544562e-07,0.00065428024
Test_1210.jpg,0.8795089,1.6406055e-08,0.15309872,0.0552591,3.580723e-07,0.12039579
Test_1211.jpg,0.96065664,3.1450423e-08,0.06310433,0.0018148705,1.6600484e-07,0.03916296
Test_1212.jpg,0.6842305,3.5152843e-07,0.300409,0.0302235,1.4893061e-07,0.030280286
Test_1213.jpg,0.9774863,1.9938558e-07,0.030139375,0.079247735,3.7930016e-07,0.02250988
Test_1214.jpg,0.6998976,1.8500877e-10,0.3000009,0.00012470153,1.5561652e-10,1.8693576e-05
Test_1215.jpg,0.94741493,2.781611e-07,0.09633091,0.08353736,3.6112093e-07,0.052483298
Test_1216.jpg,8.180882e-07,4.1955577e-08,0.9999978,2.02145e-06,5.5416027e-08,2.966203e-07
Test_1217.jpg,0.86754256,1.6547489e-06,0.20754416,0.036732063,0.00747947,0.09465405
Test_1218.jpg,0.6998711,9.066649e-09,0.3001267,0.055808637,3.7653137e-08,6.2054373e-06
Test_1219.jpg,1.1480989e-05,4.866813e-08,0.99990976,3.797666e-05,1.1786965e-07,4.2557043e-05
Test_122.jpg,9.5292955e-05,3.5994262e-08,0.99366736,0.006187703,1.13038986e-07,5.0519757e-05
Test_1220.jpg,0.8615171,2.9092647e-08,0.17862435,0.00031727302,2.4853898e-07,0.121598214
Test_1221.jpg,1.52731e-05,7.832521e-08,0.007225867,0.0006545516,1.0222453e-06,0.9921051
Test_1222.jpg,0.033070046,5.2275684e-08,0.9124495,0.05318542,2.7298438e-07,0.0012967697
Test_1223.jpg,0.001922877,5.20305e-07,0.0020735073,0.00020285105,0.00016101972,0.99580467
Test_1224.jpg,0.0012421976,7.1238944e-08,0.5985451,0.39821574,2.6518433e-07,0.0019985337
Test_1225.jpg,2.7545055e-05,1.1843151e-07,0.99936664,0.0005920449,5.554982e-07,1.8255072e-05
Test_1226.jpg,4.322266e-06,4.2727677e-08,0.99980193,0.00018641306,5.74997e-08,8.744693e-06
Test_1227.jpg,0.00077382964,4.7149588e-05,0.94375974,0.028972484,1.6829802e-07,0.033831995
Test_1228.jpg,0.0006139599,4.725107e-08,0.94419134,0.031826667,5.1167586e-07,0.02336964
Test_1229.jpg,0.14878815,0.021068428,0.11054958,0.007260901,3.0145475e-07,0.8511522
